StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent answer ,ID ,left Q1_1,left Q1 sc_1,left Q2_1,left Q2 sc_1,left Q3_1,left Q3 sc_1,left Q4_1,left Q4 sc_1,left Q5_1,left Q5 sc_1,left Q6_1,left Q6 sc_1,left Q7_1,left Q7 sc_1,left Q8_1,left Q8 sc_1,left Q9_1,left Q9 sc_1,left Q10_1,left Q10 sc_1,left Q11_1,left Q11 sc_1,left Q12_1,left Q12 sc_1,left Q13_1,left Q13 sc_1,left Q14 _1,left Q14 sc_1,left Q15_1,left Q15 sc_1,left Q16_1,left Q16 sc_1,left Q17_1,left Q17 sc_1,left Q18_1,left Q18 sc_1,left Q19_1,left Q19 sc_1,left Q20_1,left Q20 sc_1,left Q21_1,left Q21 sc_1,left Q22_1,left Q22 sc_1,left Q23_1,left Q23 sc_1,left Q24_1,left Q24 sc_1,left Q25_1,left Q25 sc_1,left Q26_1,left Q26 sc_1,left Q27_1,left Q27 sc_1,left Q28_1,left Q28 sc_1,left Q29_1,left Q29 sc_1,left Q30_1,left Q30 sc_1,right Q1_1,right Q1 sc_1,right Q2_1,right Q2 sc_1,right Q3_1,right Q3 sc_1,right Q4_1,right Q4 sc_1,right Q5_1,right Q5 sc_1,right Q6_1,right Q6 sc_1,right Q7_1,right Q7 sc_1,right Q8_1,right Q8 sc_1,right Q9_1,right Q9 sc_1,right Q10_1,right Q10 sc_1,right Q11_1,right Q11 sc_1,right Q12_1,right Q12 sc_1,right Q13_1,right Q13 sc_1,right Q14_1,right Q14 sc_1,right Q15_1,right Q15 sc_1,right Q16_1,right Q16 sc_1,right Q17_1,right Q17 sc_1,right Q18_1,right Q18 sc_1,right Q19_1,right Q19 sc_1,right Q20_1,right Q20 sc_1,right Q21_1,right Q21 sc_1,right Q22_1,right Q22 sc_1,right Q23_1,right Q23 sc_1,right Q24_1,right Q24 sc_1,right Q25_1,right Q25 sc_1,right Q26_1,right Q26 sc_1,right Q27_1,right Q27 sc_1,right Q28_1,right Q28 sc _1,right Q29_1,right Q29 sc_1,right Q30_1,right Q30 sc_1,self-description,opinion,unclear ,Thank you_First Click,Thank you_Last Click,Thank you_Page Submit,Thank you_Click Count,PROLIFIC_PID
2/7/2024 15:00,2/7/2024 15:09,0,31.185.144.236,100,555,1,2/7/2024 15:09,R_3mnd68IvhawExUJ,,,,,51.6004,-0.1168,anonymous,EN,1,5a7cb83a000dab00018c530b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,999,75,999,75,999,75,5,,25,,999,70,999,80,40,,999,90,50,,50,,999,70,20,,999,70,999,90,999,80,5,,50,,50,,999,90,40,,40,,50,,999,80,999,80,999,90,50,,999,85,20,,"Honest, loyal, kind, empathic, smart",probability,,0,0,2.135,0,5a7cb83a000dab00018c530b
2/7/2024 15:00,2/7/2024 15:10,0,94.174.79.148,100,571,1,2/7/2024 15:10,R_30pCQWzpkSZqjTY,,,,,51.11,-0.1788,anonymous,EN,1,63d7bb4b4f64b1f8a2d4d790,80,,90,,90,,90,,80,,50,,80,,50,,50,,80,,50,,70,,90,,60,,80,,80,,90,,111,5,50,,100,,100,,50,,90,,80,,90,,80,,100,,100,,90,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hard working, loyal,conservative, social, reliable",making assumptions ,,0,0,1.788,0,63d7bb4b4f64b1f8a2d4d790
2/7/2024 15:00,2/7/2024 15:10,0,91.125.186.186,100,591,1,2/7/2024 15:10,R_6QyCl6Z8p2lePGK,,,,,53.5534,-3.0672,anonymous,EN,1,5f0ee8d7db524201331a9212,80,,85,,90,,90,,65,,85,,80,,90,,85,,60,,75,,90,,90,,55,,90,,55,,95,,50,,50,,65,,90,,85,,90,,90,,85,,85,,55,,85,,90,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tall, responsible, caring, sociable, safe",My views of my self vs views of the world events,,0,0,1.084,0,5f0ee8d7db524201331a9212
2/7/2024 15:00,2/7/2024 15:10,0,5.198.45.31,100,569,1,2/7/2024 15:10,R_8odper9Ynig7tQl,,,,,53.7606,-0.3734,anonymous,EN,1,60d70be7f81c4b199acf0f27,60,,50,,90,,50,,60,,111,10,50,,90,,80,,111,5,50,,60,,111,0,111,35,111,30,70,,50,,45,,50,,50,,90,,80,,65,,90,,100,,80,,95,,80,,60,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logical, analytical, organised, creative, loyal",Estimating probabilities of events,,0,0,1.126,0,60d70be7f81c4b199acf0f27
2/7/2024 15:00,2/7/2024 15:10,0,82.37.8.181,100,618,1,2/7/2024 15:10,R_3rGhX0N4qZBZZ3g,,,,,51.4535,-2.5917,anonymous,EN,1,6342d1cdc60c1743d86b5065,55,,111,10,80,,90,,60,,111,0,70,,80,,45,,111,30,111,20,111,40,70,,111,40,65,,111,35,60,,111,0,111,5,100,,95,,111,0,111,5,60,,90,,95,,75,,111,30,111,15,111,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kind. Loyal. Generous. Hardworking. Thoughtful,Something about my perceptions about myself. I felt the other questions were to disguise this.,Not applicable,0,0,2.017,0,6342d1cdc60c1743d86b5065
2/7/2024 15:00,2/7/2024 15:10,0,51.52.90.129,100,602,1,2/7/2024 15:10,R_3GvwkFRanPLiG3u,,,,,52.8409,-1.3315,anonymous,EN,1,63039a527238a4aea7033505,75,,70,,45,,55,,111,25,50,,65,,70,,45,,50,,55,,45,,65,,111,30,55,,55,,80,,111,5,111,30,100,,85,,50,,70,,80,,85,,95,,70,,55,,70,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loyal honest positive sharp intelligent,how we asses our charactor,,0,0,1.264,0,63039a527238a4aea7033505
2/7/2024 15:01,2/7/2024 15:10,0,81.147.18.210,100,574,1,2/7/2024 15:10,R_5Pta2zhbWdKPnJQ,,,,,51.6539,-0.0888,anonymous,EN,1,59205fcb97a88c000145d191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,50,,999,70,55,,10,,5,,30,,55,,50,,20,,55,,30,,25,,25,,55,,50,,999,75,10,,50,,50,,999,95,50,,30,,999,80,999,90,999,95,999,75,999,90,999,80,50,,Quiet approachable friendly calm helpful,Strength of feeling,,0,0,1.507,0,59205fcb97a88c000145d191
2/7/2024 15:03,2/7/2024 15:10,0,185.13.50.212,100,473,1,2/7/2024 15:10,R_3DUaSPyQEa0tWQ0,,,,,52.6572,0.5441,anonymous,EN,1,65a1480e4e95f947561505b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,50,,999,90,15,,25,,999,95,999,80,50,,999,90,20,,50,,999,65,999,70,50,,25,,50,,999,90,10,,50,,50,,999,85,999,95,10,,999,75,50,,50,,999,80,50,,999,70,25,,"funny, sarcastic, smart, fat, unattractive",perceptions,,0,0,1.719,0,65a1480e4e95f947561505b6
2/7/2024 15:00,2/7/2024 15:10,0,94.3.171.143,100,609,1,2/7/2024 15:10,R_2NQBXqt4s3EEpgA,,,,,52.6643,1.2767,anonymous,EN,1,637f89ffcbf20bd680c0d79e,90,,60,,55,,55,,111,0,50,,50,,80,,60,,80,,60,,65,,60,,60,,70,,80,,90,,111,10,60,,80,,90,,75,,111,35,90,,75,,80,,60,,80,,80,,111,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friendly, Nice, Caring, Funny and Sympathetic ",Seeing if there is a corelation between personality traits and how people see the world? ,,0,0,2.114,0,637f89ffcbf20bd680c0d79e
2/7/2024 15:01,2/7/2024 15:11,0,92.18.228.229,100,617,1,2/7/2024 15:11,R_3sgMYXcdU4f3AwE,,,,,53.4467,-2.225,anonymous,EN,1,6156c269d6b1ba629b33c093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,50,,999,60,999,80,10,,999,75,999,65,50,,50,,50,,50,,50,,999,90,50,,999,75,20,,999,90,10,,999,60,50,,999,90,999,60,999,70,999,90,999,95,999,90,999,80,999,90,999,100,30,,"Loyal, intelligent, stubborn, kind, positive",How people view the likelihood of events happening,no,0,0,2.011,0,6156c269d6b1ba629b33c093
2/7/2024 15:00,2/7/2024 15:13,0,95.144.251.20,100,804,1,2/7/2024 15:13,R_8EaRXmmGIAdUSfk,,,,,53.5133,-2.0373,anonymous,EN,1,5cb4f4ec46ed130001d15b05,100,,80,,90,,60,,55,,90,,75,,90,,60,,111,20,65,,80,,70,,111,35,100,,45,,90,,111,0,60,,100,,100,,100,,100,,85,,100,,100,,100,,100,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kind, trusting, honest, friendly, polite.","I think it was to see how our perceptions are of guessing or how accurate we are in predicting these events. To see how the general population think of the high-risk events and the chances of them happening, whether a high or low chance.",I did notice that 2023 was mentioned in the question about the migrants coming here and it is now 2024. Thank you!,0,0,2.008,0,5cb4f4ec46ed130001d15b05
2/7/2024 15:01,2/7/2024 15:13,0,90.219.78.223,100,736,1,2/7/2024 15:13,R_2r7j30VrCJzOjtU,,,,,53.4486,-2.7328,anonymous,EN,1,5c869309a3413000155866c0,80,,65,,90,,50,,95,,111,5,50,,60,,50,,111,15,50,,111,10,111,40,45,,111,35,111,10,90,,111,30,65,,111,20,95,,90,,50,,85,,70,,80,,45,,111,15,70,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"funny, reserved, smart, witty, understanding",unsure,,0,0,2.007,0,5c869309a3413000155866c0
2/7/2024 15:04,2/7/2024 15:14,0,81.78.250.213,100,599,1,2/7/2024 15:14,R_7jpscrN0Xc9RwZj,,,,,52.2125,0.1519,anonymous,EN,1,64417d740541530e34daa2ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,80,15,,999,90,0,,0,,20,,50,,50,,20,,0,,999,80,0,,10,,20,,999,70,20,,999,90,0,,5,,999,90,999,95,20,,20,,999,80,999,100,999,100,999,100,999,80,999,90,40,,Honest trustworthy dependable caring helpful,About how you view yourself,No,0,0,2.016,0,64417d740541530e34daa2ba
2/7/2024 15:03,2/7/2024 15:15,0,90.198.126.56,100,737,1,2/7/2024 15:15,R_2BPNpNT16o8ia46,,,,,51.5219,0.4382,anonymous,EN,1,65312507684ab813603caab9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,90,999,70,999,80,999,60,20,,999,70,999,75,999,70,50,,999,70,999,60,999,70,999,70,999,65,999,70,999,60,999,85,999,75,50,,999,70,999,95,999,75,50,,999,70,999,85,999,90,999,85,999,90,999,95,999,80,"Empathetic, animal lover, playful, very patient and a researcher.",How we see ourselves. ,,0,0,2.007,0,65312507684ab813603caab9
2/7/2024 15:01,2/7/2024 15:16,0,145.224.65.128,100,942,1,2/7/2024 15:16,R_5PyTEAzuzeo26oO,,,,,51.5088,-0.093,anonymous,EN,1,5ff0d02c416cbafe9c914e50,85,,80,,85,,50,,111,20,50,,60,,90,,50,,60,,60,,80,,111,15,45,,60,,65,,80,,111,35,50,,50,,90,,75,,111,25,70,,90,,95,,90,,80,,95,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thoughtful, busy, kind, inquisitive and imaginative. ",comparison on how you view yourself compared to world events. ,,0,0,2.113,0,5ff0d02c416cbafe9c914e50
2/7/2024 15:13,2/7/2024 15:17,0,138.38.201.67,100,241,1,2/7/2024 15:17,R_1MMW7JlwJ3Ta4Bg,,,,,55.8557,-4.2104,anonymous,EN,1,60b610d8c3c4f177c8337729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,90,50,,50,,999,80,50,,50,,50,,999,80,50,,999,80,999,80,50,,999,90,30,,999,90,999,80,999,100,20,,20,,999,100,999,95,50,,30,,999,90,999,90,999,90,999,85,999,70,999,80,0,,"Warm, Empathetic, Smart, Quiet, Calm",Not a clue,No,0,0,1.158,0,60b610d8c3c4f177c8337729
2/7/2024 15:13,2/7/2024 15:17,0,129.215.224.65,100,234,1,2/7/2024 15:17,R_21aR9AN6B5qviVr,,,,,55.9335,-3.254,anonymous,EN,1,5f3d429e599d9708bd5ffb2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,40,,55,,45,,5,,55,,50,,15,,30,,5,,999,60,55,,999,85,10,,999,65,999,80,999,85,55,,5,,30,,999,90,50,,50,,999,85,999,85,999,95,999,70,999,60,999,80,999,65,"kind, friendly, caring and fun",perceptions of self,,0,0,1.485,0,5f3d429e599d9708bd5ffb2c
2/7/2024 15:13,2/7/2024 15:17,0,2.218.116.157,100,254,1,2/7/2024 15:18,R_13PYj9kS2ry06lj,,,,,51.5284,-2.49,anonymous,EN,1,60967660853e8fcaf410748b,90,,45,,70,,50,,111,10,111,10,111,35,50,,50,,111,20,45,,45,,60,,111,20,70,,111,30,111,0,50,,45,,45,,75,,90,,50,,60,,65,,55,,50,,75,,75,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,funny hard-working friendly social male,I was really not sure,It was fine to complete but I could not work out what it was about ,0,0,2.012,0,60967660853e8fcaf410748b
2/7/2024 15:13,2/7/2024 15:18,0,77.103.60.117,100,257,1,2/7/2024 15:18,R_6mcrwk157JTVzQl,,,,,52.5794,-2.0861,anonymous,EN,1,63497bee2c05c226b4fee197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,75,999,85,999,90,40,,5,,55,,50,,999,75,999,65,5,,50,,30,,50,,50,,55,,999,80,999,70,55,,25,,35,,999,75,55,,50,,999,85,999,80,999,75,50,,55,,999,70,50,,"Empathetic, understanding, caring, fun, reliable",Assessing probability of events,No,0,0,1.613,0,63497bee2c05c226b4fee197
2/7/2024 15:13,2/7/2024 15:18,0,137.22.174.44,100,288,1,2/7/2024 15:18,R_2ybxWPeXu5gbDR7,,,,,51.4327,-0.1693,anonymous,EN,1,65c24610af54e3a0bb3b982f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,85,999,90,999,85,45,,10,,30,,40,,40,,50,,55,,40,,50,,999,95,999,90,15,,15,,55,,30,,40,,55,,999,80,999,85,45,,55,,999,80,999,95,55,,999,85,50,,35,,"kind, emapthetic, direct, caring, aspiring",character,no,0,0,0.957,0,65c24610af54e3a0bb3b982f
2/7/2024 15:13,2/7/2024 15:18,0,176.253.253.92,100,291,1,2/7/2024 15:18,R_2CIDy5uz98rE9JL,,,,,53.4155,-2.122,anonymous,EN,1,62fb7e29586929061efccda2,50,,70,,95,,50,,60,,111,30,70,,60,,111,25,111,25,85,,111,15,111,40,55,,45,,70,,85,,111,25,65,,80,,90,,95,,70,,90,,90,,95,,65,,75,,85,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny interesting relaxed loyal passionate,word association,,1.103,1.103,1.545,1,62fb7e29586929061efccda2
2/7/2024 15:13,2/7/2024 15:18,0,82.16.148.17,100,309,1,2/7/2024 15:18,R_8q2XXwiQHcqNqn6,,,,,53.4994,-2.2433,anonymous,EN,1,602c0fc2eff74b4748e9b41e,50,,50,,50,,50,,50,,50,,60,,50,,45,,50,,50,,50,,50,,65,,70,,65,,70,,65,,50,,50,,85,,80,,90,,85,,90,,80,,70,,70,,85,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honest, Loyal, Smart, Calculated, Empathetic",What you think about yourself,,0,0,2.019,0,602c0fc2eff74b4748e9b41e
2/7/2024 15:13,2/7/2024 15:18,0,80.193.69.10,100,322,1,2/7/2024 15:18,R_84pnkCQNV7UOkFx,,,,,51.3593,-2.9232,anonymous,EN,1,5a8d29dd5292b80001234314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,100,25,,999,90,999,90,0,,50,,999,75,999,85,999,75,20,,999,60,999,70,0,,20,,999,75,40,,999,95,30,,50,,999,95,999,75,999,85,50,,999,90,999,95,999,90,999,80,999,90,999,90,999,80,"happy, clever, generous, relaxed, male",If people looked at different data before answering questions on statistical matters,,0,0,2.015,0,5a8d29dd5292b80001234314
2/7/2024 15:01,2/7/2024 15:19,0,109.148.56.155,100,1084,1,2/7/2024 15:19,R_4s5VBH2DfcSVF2q,,,,,52.5674,-2.0333,anonymous,EN,1,5ac038890527ba0001c1ec60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,999,65,999,80,999,95,5,,5,,5,,15,,30,,999,95,50,,5,,999,65,25,,30,,15,,999,85,0,,30,,50,,999,90,999,90,999,90,999,75,999,90,999,95,999,95,55,,999,70,999,60,"warm, solid, trustworthy, funny, honest",on what you really think about yourself,,0,0,1.626,0,5ac038890527ba0001c1ec60
2/7/2024 15:13,2/7/2024 15:19,0,81.131.76.171,100,355,1,2/7/2024 15:19,R_22xRmgD6ppzlV4m,,,,,53.0477,-2.378,anonymous,EN,1,65abde492c561233fe22a621,100,,75,,100,,50,,111,10,50,,90,,90,,100,,100,,50,,80,,111,20,111,30,80,,50,,95,,111,20,80,,90,,100,,95,,60,,90,,95,,100,,100,,90,,100,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kind, friendly, competitive, active, empathetic ",optimism ,,0,0,1.402,0,65abde492c561233fe22a621
2/7/2024 15:13,2/7/2024 15:19,0,77.102.219.17,100,357,1,2/7/2024 15:19,R_1KNt6JPLiecaWPR,,,,,56.024,-3.8184,anonymous,EN,1,62dabd0c32decdde3f734147,70,,50,,80,,111,30,111,10,60,,55,,75,,50,,111,25,55,,111,35,60,,111,25,111,40,55,,50,,111,5,45,,60,,60,,65,,111,10,75,,75,,65,,85,,111,35,50,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tall, bald, dedicated, polite, kind",How people calculate the probability of events,Nothing unclear,0,0,1.144,0,62dabd0c32decdde3f734147
2/7/2024 15:00,2/7/2024 15:19,0,86.180.192.68,100,1124,1,2/7/2024 15:19,R_5xrEWnoKJA4Kv61,,,,,51.4674,-0.3556,anonymous,EN,1,5f0d7190d63c6a000996da50,90,,85,,80,,75,,60,,85,,90,,75,,85,,75,,80,,80,,90,,85,,75,,70,,65,,85,,65,,75,,80,,90,,85,,80,,60,,75,,75,,80,,70,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,om a normal guy in london,personal beliefs,,0,0,1.193,0,5f0d7190d63c6a000996da50
2/7/2024 15:13,2/7/2024 15:19,0,84.66.67.104,100,388,1,2/7/2024 15:19,R_2UIkvo6WptqsCat,,,,,52.8996,-1.2714,anonymous,EN,1,6122b9ffce05d8e56860755a,45,,50,,90,,50,,45,,50,,60,,50,,45,,50,,80,,50,,60,,45,,60,,55,,95,,111,5,50,,75,,100,,50,,70,,60,,95,,100,,75,,70,,100,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"warm, empathtic, kind, organised, loyal",no idea,no,0,0,1.545,0,6122b9ffce05d8e56860755a
2/7/2024 15:13,2/7/2024 15:19,0,86.149.97.194,100,358,1,2/7/2024 15:19,R_6POjxNHOwPmRasp,,,,,50.8099,-1.9787,anonymous,EN,1,5cd6ba1d36870e001901b349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,80,50,,999,80,50,,999,60,999,80,999,70,999,65,999,70,50,,50,,999,70,40,,10,,999,60,999,80,999,95,5,,40,,999,90,999,90,55,,50,,999,70,999,90,999,90,999,90,999,80,999,85,999,60,"Loyal, Kind, Caring, Listener,  Hard worker ",How we think others think of us ,No,0,0,1.593,0,5cd6ba1d36870e001901b349
2/7/2024 15:13,2/7/2024 15:19,0,86.184.114.80,100,355,1,2/7/2024 15:19,R_8jvqBmPAyVqWvtG,,,,,54.657,-5.6524,anonymous,EN,1,655371cac562a3701896f9fc,50,,50,,50,,50,,50,,50,,50,,50,,50,,50,,80,,111,20,80,,50,,50,,60,,80,,111,0,50,,50,,100,,80,,70,,95,,90,,95,,95,,75,,70,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overweight, balding, older, sarcastic, father",I have no idea!,,0,0,1.617,0,655371cac562a3701896f9fc
2/7/2024 15:13,2/7/2024 15:19,0,92.17.109.213,100,361,1,2/7/2024 15:19,R_6D6L2zFOXIsIXJ7,,,,,53.4972,-1.1808,anonymous,EN,1,63b1c44ee564eef7558a59b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,80,999,90,999,80,55,,30,,30,,50,,50,,20,,30,,50,,999,80,40,,999,80,999,90,50,,999,80,50,,50,,55,,999,80,50,,15,,10,,999,80,999,90,999,90,50,,999,80,50,,"kind, caring, honest, trustworthy, fun",how we view ourself,no,0,0,1.371,0,63b1c44ee564eef7558a59b6
2/7/2024 15:13,2/7/2024 15:19,0,131.111.200.181,100,361,1,2/7/2024 15:19,R_6ROAU9kZboaCorW,,,,,52.1929,0.1256,anonymous,EN,1,6158d4c8e3106ffb5874e2ed,80,,100,,85,,80,,111,0,45,,111,20,100,,100,,45,,60,,45,,75,,111,20,95,,45,,85,,90,,111,10,75,,95,,80,,60,,100,,90,,75,,80,,100,,95,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generous, caring, considerate, conscientious, loyal",confidence in predictions/anxiety levels,,0.744,1.016,1.324,2,6158d4c8e3106ffb5874e2ed
2/7/2024 15:13,2/7/2024 15:19,0,90.196.47.200,100,395,1,2/7/2024 15:19,R_2ZYlI7XpbbPG6nn,,,,,52.0276,-0.7312,anonymous,EN,1,58c8497430c4cf0001ce9caf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,80,40,,999,75,50,,20,,45,,50,,35,,999,75,55,,30,,20,,35,,55,,40,,999,70,45,,55,,20,,999,75,999,85,10,,25,,20,,50,,999,85,999,80,999,90,55,,20,,I am a person that you can trust,personal assessments,no,0,0,1.497,0,58c8497430c4cf0001ce9caf
2/7/2024 15:13,2/7/2024 15:20,0,77.103.82.232,100,378,1,2/7/2024 15:20,R_6LZqoMEjnMcgejf,,,,,53.4293,-1.4635,anonymous,EN,1,63468b3bd07050877a6beb11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,25,,30,,40,,45,,20,,30,,40,,35,,35,,30,,40,,30,,45,,50,,40,,50,,15,,45,,30,,999,100,55,,50,,55,,999,100,999,90,55,,999,100,55,,55,, strong independant kind understanding mother,myself,no,0,0,1.405,0,63468b3bd07050877a6beb11
2/7/2024 15:13,2/7/2024 15:20,0,86.191.147.112,100,393,1,2/7/2024 15:20,R_8gGfiNBkr0UhmhG,,,,,53.872,-1.2484,anonymous,EN,1,630cb50af8eec0334279120d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,85,35,,50,,35,,20,,15,,40,,35,,30,,40,,45,,45,,30,,30,,999,85,999,65,50,,0,,40,,50,,50,,40,,10,,30,,30,,999,90,999,80,55,,50,,40,,Direct honest caring planner active ,Predictions ,,0,0,1.753,0,630cb50af8eec0334279120d
2/7/2024 15:13,2/7/2024 15:20,0,86.27.232.167,100,393,1,2/7/2024 15:20,R_2GTQTtJC76XggBs,,,,,50.7654,-1.9063,anonymous,EN,1,60b5246e5cf737673debdf90,95,,80,,70,,90,,111,20,45,,80,,65,,90,,90,,50,,55,,65,,50,,80,,55,,85,,111,20,50,,80,,90,,90,,90,,95,,90,,95,,90,,80,,70,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honest, Reliable, Stubborn. Loyal, Dependable",Not Sure,no,0,0,2.142,0,60b5246e5cf737673debdf90
2/7/2024 15:15,2/7/2024 15:20,0,81.149.145.134,100,274,1,2/7/2024 15:20,R_2qJdaq72IDOJa5y,,,,,51.5598,-0.0096,anonymous,EN,1,5d1ccf2f78c55e00011e6da3,50,,50,,90,,50,,50,,80,,50,,50,,50,,111,20,50,,60,,45,,65,,65,,80,,90,,65,,50,,60,,90,,75,,55,,80,,75,,75,,75,,80,,80,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Outgoing, generous, kind, funny, sarcastic",Not sure,n/a,0,0,1.259,0,5d1ccf2f78c55e00011e6da3
2/7/2024 15:01,2/7/2024 15:20,0,150.143.198.50,100,1175,1,2/7/2024 15:20,R_1d0TsKncvIA4sA2,,,,,51.4703,-3.2811,anonymous,EN,1,604a06acf362ce3bbf7b5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,100,999,70,999,90,999,65,30,,30,,15,,30,,5,,20,,10,,30,,5,,30,,20,,999,70,20,,0,,50,,25,,999,90,999,60,55,,999,80,999,90,999,100,999,90,999,85,999,100,999,70,"Charismatic, friendly, caring, relatable, funny",Predicting financial events ,Some of the predictions being asked were past dates I.e. 2023,0,0,2.107,0,604a06acf362ce3bbf7b5106
2/7/2024 15:13,2/7/2024 15:20,0,86.162.44.170,100,441,1,2/7/2024 15:20,R_2eJXZOhKs9bq4BD,,,,,52.532,-1.815,anonymous,EN,1,5b704c7f4ee52200010f68b0,90,,111,30,75,,45,,45,,111,10,60,,50,,111,30,111,20,65,,111,20,50,,55,,80,,80,,90,,111,0,111,10,100,,90,,70,,111,10,80,,100,,90,,100,,100,,100,,111,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reserved, generous, kind, loyal, funny",No sure,No,0,0,1.677,0,5b704c7f4ee52200010f68b0
